Latitude,Longitude,Soil_Type,Green_Building_Suggestion,Reason,Seismic_Zone
22.583024,88.34727,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
12.955356,77.512595,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
13.021052,77.630186,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
17.435143,78.55137,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
28.614605,77.015544,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone V (Very High Risk)
19.102565,72.843076,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
26.859449,75.796339,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
12.993976,77.656709,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
17.406821,78.574141,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
19.067821,72.891937,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
26.987409,75.826245,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
12.887853,77.599343,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
17.332324,78.392118,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
17.418981,78.585856,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
26.874076,75.752252,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
22.657821,88.370616,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
13.11898,80.252885,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
12.873061,77.639442,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.599169,88.417083,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
22.632676,88.307457,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
13.01945,77.670532,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
22.50238,88.337267,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
26.97331,75.704815,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
26.892679,75.834511,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
19.159865,72.851884,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
28.620292,77.16884,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
17.427644,78.464303,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
19.097856,72.921446,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
26.849527,75.698217,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
19.00636,72.902112,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
21.165548,72.742825,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone III (Moderate Risk)
12.881648,77.502834,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
19.114204,72.932253,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
26.873583,75.869923,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
17.347546,78.524989,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
22.600782,88.288826,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
22.588635,88.450553,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
28.767984,77.141528,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
12.920602,77.692885,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
13.02556,80.356671,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
12.999447,77.620673,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
13.125978,80.361883,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
19.031712,72.968725,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
21.233771,72.769845,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone III (Moderate Risk)
12.949361,77.692487,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
26.889244,75.753173,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
26.839196,75.884353,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone V (Very High Risk)
21.174122,72.887633,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone III (Moderate Risk)
19.138244,72.912384,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
13.038467,80.215692,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
19.056798,72.837017,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
